"Symbol","Name","LastSale","MarketCap","IPOyear","Sector","industry","Summary Quote",
"GHL","Greenhill & Co., Inc.","9.8","$184.07M","2004","Finance","Investment Bankers/Brokers/Service","https://old.nasdaq.com/symbol/ghl",
"GTEC","Greenland Technologies Holding Corporation","2.31","$23.15M","2018","Technology","Industrial Machinery/Components","https://old.nasdaq.com/symbol/gtec",
"GNLN","Greenlane Holdings, Inc.","3.61","$151.92M","2019","Capital Goods","Recreational Products/Toys","https://old.nasdaq.com/symbol/gnln",
"GLRE","Greenlight Reinsurance, Ltd.","6.26","$232.5M","2007","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/glre",
"GRNQ","Greenpro Capital Corp.","1.65","$97.61M","n/a","Technology","EDP Services","https://old.nasdaq.com/symbol/grnq",
"GNRS","Greenrose Acquisition Corp.","9.87","$216.08M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/gnrs",
"GNRSU","Greenrose Acquisition Corp.","10.07","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/gnrsu",
"GNRSW","Greenrose Acquisition Corp.","0.25","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/gnrsw",
"GSKY","GreenSky, Inc.","4.93","$885.65M","2018","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/gsky",
"GHG","GreenTree Hospitality Group Ltd.","13.57","$1.39B","2018","Consumer Services","Hotels/Resorts","https://old.nasdaq.com/symbol/ghg",
"GRNV","GreenVision Acquisition Corp","9.99","$71.8M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/grnv",
"GRNVR","GreenVision Acquisition Corp","0.32","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/grnvr",
"GRNVU","GreenVision Acquisition Corp","10.35","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/grnvu",
"GRNVW","GreenVision Acquisition Corp","0.3","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/grnvw",
"GEF","Greif, Inc.","34.87","$2.07B","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gef",
"GEF.B","Greif, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gef.b",
"GDYN","Grid Dynamics Holdings, Inc.","7.63","$387.78M","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gdyn",
"GDYNW","Grid Dynamics Holdings, Inc.","1.79","n/a","2018","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gdynw",
"GSUM","Gridsum Holding Inc.","0.6979","$24.16M","2016","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gsum",
"GRIF","Griffin Industrial Realty, Inc.","53.82","$276.01M","n/a","Finance","Real Estate","https://old.nasdaq.com/symbol/grif",
"GFF","Griffon Corporation","18.21","$863.72M","n/a","Capital Goods","Building Products","https://old.nasdaq.com/symbol/gff",
"GRFS","Grifols, S.A.","18.7","$12.79B","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/grfs",
"GRIN","Grindrod Shipping Holdings Ltd.","2.67","$50.75M","n/a","Transportation","Marine Transportation","https://old.nasdaq.com/symbol/grin",
"GRTS","Gritstone Oncology, Inc.","6.58","$245.2M","2018","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/grts",
"GO","Grocery Outlet Holding Corp.","41.99","$3.82B","2019","Consumer Services","Food Chains","https://old.nasdaq.com/symbol/go",
"GPI","Group 1 Automotive, Inc.","64.43","$1.17B","1997","Consumer Durables","Automotive Aftermarket","https://old.nasdaq.com/symbol/gpi",
"GRPN","Groupon, Inc.","17.98","$514.87M","2011","Technology","Advertising","https://old.nasdaq.com/symbol/grpn",
"GRWG","GrowGeneration Corp.","6.8","$262.03M","n/a","Consumer Services","RETAIL: Building Materials","https://old.nasdaq.com/symbol/grwg",
"GRUB","GrubHub Inc.","69.87","$6.44B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/grub",
"OMAB","Grupo Aeroportuario del Centro Norte S.A.B. de C.V.","37.84","$1.85B","2006","Transportation","Aerospace","https://old.nasdaq.com/symbol/omab",
"PAC","Grupo Aeroportuario Del Pacifico, S.A. de C.V.","70.95","$3.98B","2006","Transportation","Aerospace","https://old.nasdaq.com/symbol/pac",
"ASR","Grupo Aeroportuario del Sureste, S.A. de C.V.","115.84","$3.48B","n/a","Transportation","Aerospace","https://old.nasdaq.com/symbol/asr",
"AVAL","Grupo Aval Acciones y Valores S.A.","4.5","$5.01B","2014","Finance","Commercial Banks","https://old.nasdaq.com/symbol/aval",
"GGAL","Grupo Financiero Galicia S.A.","9.22","$1.32B","n/a","Finance","Commercial Banks","https://old.nasdaq.com/symbol/ggal",
"SIM","Grupo Simec, S.A. de C.V.","6.1962","$957.28M","1993","Basic Industries","Steel/Iron Ore","https://old.nasdaq.com/symbol/sim",
"SUPV","Grupo Supervielle S.A.","2.2","$200.96M","2016","Finance","Commercial Banks","https://old.nasdaq.com/symbol/supv",
"TV","Grupo Televisa S.A.","5.33","$3.01B","1993","Consumer Services","Broadcasting","https://old.nasdaq.com/symbol/tv",
"GSAH.U","GS Acquisition Holdings Corp II","n/a","n/a","2020","n/a","n/a","https://old.nasdaq.com/symbol/gsah.u",
"GVP","GSE Systems, Inc.","0.99","$20.19M","n/a","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gvp",
"GSIT","GSI Technology, Inc.","6.94","$163.84M","2007","Technology","Semiconductors","https://old.nasdaq.com/symbol/gsit",
"GSX","GSX Techedu Inc.","63.09","$15.06B","2019","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/gsx",
"GTT","GTT Communications, Inc.","8.2","$482.32M","n/a","Public Utilities","Telecommunications Equipment","https://old.nasdaq.com/symbol/gtt",
"GTYH","GTY Technology Holdings, Inc.","4.05","$217.05M","2016","Technology","EDP Services","https://old.nasdaq.com/symbol/gtyh",
"GSH","Guangshen Railway Company Limited","9.75","$1.38B","n/a","Transportation","Railroads","https://old.nasdaq.com/symbol/gsh",
"GNTY","Guaranty Bancshares, Inc.","24.41","$268.85M","2017","Finance","Major Banks","https://old.nasdaq.com/symbol/gnty",
"GFED","Guaranty Federal Bancshares, Inc.","15.051","$65.7M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/gfed",
"GH","Guardant Health, Inc.","83.55","$8.26B","2018","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/gh",
"GHSI","Guardion Health Sciences, Inc.","0.4201","$35.97M","2019","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/ghsi",
"GES","Guess?, Inc.","9.72","$657.1M","1996","Consumer Non-Durables","Apparel","https://old.nasdaq.com/symbol/ges",
"GGM","Guggenheim Credit Allocation Fund","18.14","$155.54M","2013","n/a","n/a","https://old.nasdaq.com/symbol/ggm",
"GPM","Guggenheim Enhanced Equity Income Fund","5.46","$263.95M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gpm",
"GOF","Guggenheim Strategic Opportunities Fund","17.17","$702.45M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/gof",
"GBAB","Guggenheim Taxable Municipal Managed Duration Trst","23.32","$424.39M","2010","n/a","n/a","https://old.nasdaq.com/symbol/gbab",
"GWRE","Guidewire Software, Inc.","112.58","$9.36B","2012","Technology","Computer Software: Prepackaged Software","https://old.nasdaq.com/symbol/gwre",
"GIFI","Gulf Island Fabrication, Inc.","3.09","$47.25M","1997","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/gifi",
"GURE","Gulf Resources, Inc.","5.3604","$51.02M","n/a","Basic Industries","Major Chemicals","https://old.nasdaq.com/symbol/gure",
"GPOR","Gulfport Energy Corporation","1.17","$187.19M","n/a","Energy","Oil & Gas Production","https://old.nasdaq.com/symbol/gpor",
"GWPH","GW Pharmaceuticals Plc","125.35","$3.9B","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/gwph",
"GWGH","GWG Holdings, Inc","7.36","$224.75M","2014","Finance","Life Insurance","https://old.nasdaq.com/symbol/gwgh",
"GXGX","GX Acquisition Corp.","10.08","$362.25M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gxgx",
"GXGXU","GX Acquisition Corp.","10.75","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gxgxu",
"GXGXW","GX Acquisition Corp.","1","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/gxgxw",
"GYRO","Gyrodyne , LLC","17.2","$25.5M","n/a","Consumer Services","Building operators","https://old.nasdaq.com/symbol/gyro",
"HEES","H&E Equipment Services, Inc.","18","$646.56M","2006","n/a","n/a","https://old.nasdaq.com/symbol/hees",
"HRB","H&R Block, Inc.","13.94","$2.68B","n/a","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/hrb",
"FUL","H. B. Fuller Company","44.06","$2.27B","n/a","Basic Industries","Home Furnishings","https://old.nasdaq.com/symbol/ful",
"HAE","Haemonetics Corporation","92.56","$4.66B","1991","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hae",
"HLG","Hailiang Education Group Inc.","40.0301","$1.03B","2015","Consumer Services","Other Consumer Services","https://old.nasdaq.com/symbol/hlg",
"HOFV","Hall of Fame Resort &amp; Entertainment Company","9.295","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hofv",
"HOFVW","Hall of Fame Resort &amp; Entertainment Company","1.9998","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hofvw",
"HNRG","Hallador Energy Company","0.6322","$19.23M","n/a","Energy","Coal Mining","https://old.nasdaq.com/symbol/hnrg",
"HAL","Halliburton Company","12.57","$11.03B","n/a","Energy","Oilfield Services/Equipment","https://old.nasdaq.com/symbol/hal",
"HALL","Hallmark Financial Services, Inc.","3.04","$55.15M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hall",
"HALO","Halozyme Therapeutics, Inc.","28.51","$3.87B","n/a","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/halo",
"HBB","Hamilton Beach Brands Holding Company","11.19","$152.47M","2017","Consumer Durables","Home Furnishings","https://old.nasdaq.com/symbol/hbb",
"HLNE","Hamilton Lane Incorporated","67.78","$3.56B","2017","Finance","Investment Managers","https://old.nasdaq.com/symbol/hlne",
"HJLI","Hancock Jaffe Laboratories, Inc.","0.4185","$10.02M","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hjli",
"HJLIW","Hancock Jaffe Laboratories, Inc.","0.245","n/a","2018","Health Care","Medical/Dental Instruments","https://old.nasdaq.com/symbol/hjliw",
"HWC","Hancock Whitney Corporation","19.46","$1.68B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwc",
"HWCPL","Hancock Whitney Corporation","24.86","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwcpl",
"HWCPZ","Hancock Whitney Corporation","25.07","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwcpz",
"HBI","Hanesbrands Inc.","11.46","$3.99B","n/a","Consumer Services","Clothing/Shoe/Accessory Stores","https://old.nasdaq.com/symbol/hbi",
"HNGR","Hanger, Inc.","16.11","$608.84M","2018","Health Care","Medical Specialities","https://old.nasdaq.com/symbol/hngr",
"HAFC","Hanmi Financial Corporation","9.26","$283.51M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hafc",
"HASI","Hannon Armstrong Sustainable Infrastructure Capital, Inc.","28.38","$2.06B","2013","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hasi",
"HAPP","Happiness Biotech Group Limited","2.81","$70.25M","2019","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/happ",
"HONE","HarborOne Bancorp, Inc.","8.17","$477.28M","2016","Finance","Major Banks","https://old.nasdaq.com/symbol/hone",
"HOG","Harley-Davidson, Inc.","23.44","$3.59B","n/a","Consumer Non-Durables","Motor Vehicles","https://old.nasdaq.com/symbol/hog",
"HLIT","Harmonic Inc.","4.86","$469.38M","1995","Technology","Radio And Television Broadcasting And Communications Equipment","https://old.nasdaq.com/symbol/hlit",
"HMY","Harmony Gold Mining Company Limited","4.51","$2.69B","n/a","Basic Industries","Precious Metals","https://old.nasdaq.com/symbol/hmy",
"HARP","Harpoon Therapeutics, Inc.","16.59","$414.72M","2019","Health Care","Biotechnology: Biological Products (No Diagnostic Substances)","https://old.nasdaq.com/symbol/harp",
"HROW","Harrow Health, Inc.","5.28","$135.27M","n/a","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/hrow",
"HSC","Harsco Corporation","12.89","$1.02B","n/a","Consumer Services","Diversified Commercial Services","https://old.nasdaq.com/symbol/hsc",
"HHS","Harte-Hanks, Inc.","3.03","$19.52M","1993","Technology","Advertising","https://old.nasdaq.com/symbol/hhs",
"HGH","Hartford Financial Services Group, Inc. (The)","26.8","n/a","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hgh",
"HIG","Hartford Financial Services Group, Inc. (The)","37.5","$13.43B","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hig",
"HIG^G","Hartford Financial Services Group, Inc. (The)","27.19","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hig^g",
"HBIO","Harvard Bioscience, Inc.","3.63","$139.32M","2000","Capital Goods","Biotechnology: Laboratory Analytical Instruments","https://old.nasdaq.com/symbol/hbio",
"HCAP","Harvest Capital Credit Corporation","4.11","$24.49M","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hcap",
"HCAPZ","Harvest Capital Credit Corporation","23.6","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hcapz",
"HAS","Hasbro, Inc.","74.6","$10.22B","n/a","Consumer Non-Durables","Recreational Products/Toys","https://old.nasdaq.com/symbol/has",
"HVT","Haverty Furniture Companies, Inc.","15.22","$286.14M","n/a","Consumer Services","Other Specialty Stores","https://old.nasdaq.com/symbol/hvt",
"HVT.A","Haverty Furniture Companies, Inc.","n/a","n/a","n/a","n/a","n/a","https://old.nasdaq.com/symbol/hvt.a",
"HE","Hawaiian Electric Industries, Inc.","36.12","$3.94B","n/a","Public Utilities","Electric Utilities: Central","https://old.nasdaq.com/symbol/he",
"HA","Hawaiian Holdings, Inc.","13.77","$632.73M","n/a","Transportation","Air Freight/Delivery Services","https://old.nasdaq.com/symbol/ha",
"HWKN","Hawkins, Inc.","43.41","$462.66M","n/a","Consumer Durables","Specialty Chemicals","https://old.nasdaq.com/symbol/hwkn",
"HWBK","Hawthorn Bancshares, Inc.","19.31","$125.34M","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/hwbk",
"HYAC","Haymaker Acquisition Corp. II","10.3","$515M","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hyac",
"HYACU","Haymaker Acquisition Corp. II","10.925","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hyacu",
"HYACW","Haymaker Acquisition Corp. II","1.5999","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hyacw",
"HAYN","Haynes International, Inc.","23.1","$290.06M","2007","Capital Goods","Steel/Iron Ore","https://old.nasdaq.com/symbol/hayn",
"HBT","HBT Financial, Inc.","12.51","$343.49M","2019","Finance","Major Banks","https://old.nasdaq.com/symbol/hbt",
"HCHC","HC2 Holdings, Inc.","3.21","$149.43M","n/a","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hchc",
"HCA","HCA Healthcare, Inc.","97.97","$33.08B","2011","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/hca",
"HCI","HCI Group, Inc.","45.41","$357.7M","n/a","Finance","Property-Casualty Insurers","https://old.nasdaq.com/symbol/hci",
"HDS","HD Supply Holdings, Inc.","33.97","$5.5B","2013","Consumer Services","Office Equipment/Supplies/Services","https://old.nasdaq.com/symbol/hds",
"HDB","HDFC Bank Limited","47.76","$87.27B","2001","Finance","Commercial Banks","https://old.nasdaq.com/symbol/hdb",
"HHR","HeadHunter Group PLC","23.15","$1.16B","2019","Technology","Professional Services","https://old.nasdaq.com/symbol/hhr",
"HCAT","Health Catalyst, Inc","30","$1.14B","2019","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/hcat",
"HCCO","Healthcare Merger Corp.","10","$319.5M","2020","Finance","Business Services","https://old.nasdaq.com/symbol/hcco",
"HCCOU","Healthcare Merger Corp.","10.455","n/a","2019","Finance","Business Services","https://old.nasdaq.com/symbol/hccou",
"HCCOW","Healthcare Merger Corp.","1.215","n/a","2020","Finance","Business Services","https://old.nasdaq.com/symbol/hccow",
"HR","Healthcare Realty Trust Incorporated","29.59","$3.99B","1993","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hr",
"HCSG","Healthcare Services Group, Inc.","24.3","$1.81B","1983","Health Care","Hospital/Nursing Management","https://old.nasdaq.com/symbol/hcsg",
"HTA","Healthcare Trust of America, Inc.","26.66","$5.82B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/hta",
"HTIA","Healthcare Trust, Inc.","19.5508","n/a","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/htia",
"HQY","HealthEquity, Inc.","58.67","$4.19B","2014","Miscellaneous","Business Services","https://old.nasdaq.com/symbol/hqy",
"PEAK","Healthpeak Properties, Inc.","28.47","$15.32B","n/a","Consumer Services","Real Estate Investment Trusts","https://old.nasdaq.com/symbol/peak",
"HSTM","HealthStream, Inc.","21.97","$702.99M","2000","Technology","Computer Software: Programming, Data Processing","https://old.nasdaq.com/symbol/hstm",
"HTLD","Heartland Express, Inc.","20.75","$1.69B","1986","Transportation","Trucking Freight/Courier Services","https://old.nasdaq.com/symbol/htld",
"HTLF","Heartland Financial USA, Inc.","31.66","$1.17B","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/htlf",
"HTLFP","Heartland Financial USA, Inc.","25","n/a","n/a","Finance","Major Banks","https://old.nasdaq.com/symbol/htlfp",
"HTBX","Heat Biologics, Inc.","0.8693","$73.6M","2013","Health Care","Major Pharmaceuticals","https://old.nasdaq.com/symbol/htbx",
"HEBT","Hebron Technology Co., Ltd.","15.98","$259.99M","2016","Capital Goods","Metal Fabrications","https://old.nasdaq.com/symbol/hebt",
"HL","Hecla Mining Company","3.19","$1.68B","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/hl",
"HL^B","Hecla Mining Company","60.738","n/a","n/a","Basic Industries","Mining & Quarrying of Nonmetallic Minerals (No Fuels)","https://old.nasdaq.com/symbol/hl^b",
"HEI","Heico Corporation","99.88","$13.46B","n/a","Capital Goods","Aerospace","https://old.nasdaq.com/symbol/hei",
